,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
465894,5,True,"03 8, 2014",A36H4V06U4JKKG,B004I05VDY,CSharms,It's is a great price for Coffee Mate if you use the add-on feature not prime.  I purchase three at a time and save $.,Great price if....,1394236800,,{'Size:': ' Pack of 1 (56 Ounce)'},
257441,5,True,"03 12, 2014",ABJCJS4BLG382,B0012A2FVY,Jeanette,"These will be great to use when my chocolate doesn't melt smoothly for making chocolates. I haven't needed it yet, but I know I will.",Excellent what I needed,1394582400,,,
81609,5,True,"10 3, 2015",A2MEJU8JB0DY25,B000F4D5GC,Highest Intentions,Let's Do Organic had found a way to consistently produce a high quality product at a very reasonable price.  Hats off to them for not cutting corners on the quality of their products or taking the greedy route and charging over inflated prices as a lot of their competitors have chosen to do.  I will definitely continue to purchase and use their products.  Thank You!!!,"Great quality, great price",1443830400,3,{'Size:': ' Pack of 12'},
666778,5,True,"06 15, 2015",A244ICDHEMUPV1,B00BTJIMEC,Victoria L. May,Bought this to use in homemade granola.  Good quality,Good quality nuts,1434326400,,{'Size:': ' 2 Pound Bag'},
185831,5,True,"10 7, 2014",A104SG9QZ92UAH,B000X3TPHS,Andrew &amp; Blake&#039;s mommy,"My kids love these and I do not feel too guilty in letting them have one.  They both love the flavors and this big bag lasts forever.  I have not seen this size bag in any of my local stores.  This is definitely a good value for what you get.  I would strongly recommend this package since it is ""healthy"" candy and the amount of candy you get is a good deal for the price.  Happy chomping!!",Yummy lollies - as said by the 2 year old!!,1412640000,,"{'Size:': ' 12.3 Ounce', 'Flavor:': ' Assorted'}",
1068864,5,True,"11 11, 2015",A1730MBANLZ00F,B004P13EG2,Eduardo Lamberti,"Nice honey. Sugary, slightly grainy and extremely fragrant.",Very fragrant honey,1447200000,,,
745824,5,True,"11 4, 2015",A3MJFWR9XHGNDP,B00EM396WY,Jason Pakfar,Great taste and great price,Five Stars,1446595200,,,
450007,5,True,"11 13, 2015",A2MRBMN99ZA2H3,B0046HEUIQ,Sue S.,"I really liked this product which was a re-order for me. In the first order though, the product seemed to have a lot more ''kick''.  I think I was looking for Trocomare spicy organic.  Hopefully I can find this one for my next re-order.",Not quite the same,1447372800,,,
253058,5,True,"03 31, 2017",A3RVE6T5D41OT2,B00113ZZ5U,yorkiesmom,"I like that I can just make a box at a time. They are hard out of the box, I just soak the plastic bag in warm water to soften then blend with filtered water to my desired consistency. There is some coconut residue but that doesn't bother me. This has a great taste.",Love this coconut,1490918400,,{'Size:': ' Pack of 6'},
933501,5,True,"05 4, 2016",A2L20SNQ4EZJ8B,B00XABL28K,Mandilyn,Arrived in perfect condition. Great price. No complaints.,Five Stars,1462320000,,,
1000253,5,True,"03 8, 2015",A22YDJTOYJR24T,B01D96BMP8,Katie,"This decaf version of hot cinnamon is just as good.  This is the best tea and my friend, to whom I wished to introduce this product, needed decaf.  She was really surprised at how good and sweet this tea is. It's really quite amazing.  I drink the regular version all the time and absolutely love it.",This decaf version of hot cinnamon is just as good. This is the best tea and my friend,1425772800,,{'Size:': ' 1 Pack'},
983163,5,True,"02 15, 2017",A3684CSCCDP8G9,B019EGM8GY,J. Dagle,Probably the best flavor Kind makes. Why is everything so sweet? And why is this variety marked up to such a high price?,Very tasty even for the price.,1487116800,,,
832639,5,True,"12 21, 2014",A2L4D1BQUISE6Q,B00KDPTTOU,Linda Turner,"Awesome. Great flavors, arrived as described.",Five Stars,1419120000,,,
579286,5,True,"05 27, 2014",A1SOEB91C69RNQ,B00778B90S,Sunshine State,Ramen noodles are common in Japan.  I love spicy Korean food so gave this try.  I love it.  Just adjust spiciness by adjusting how much soup you put in.,"If you like spicy, you should try.",1401148800,,{'Size:': ' 20 pack'},
1126897,5,True,"02 23, 2018",AW1OSCZQYYZ3T,B00S70OKCY,Stephane Lepage,Really good,Five Stars,1519344000,,,
591663,4,True,"02 4, 2014",A12V782E7IVHDM,B007KTFY2S,SHARON ROWE,This is the only macadamia cookie flavored coffee we have tried. I will probably order it again and have already let my family try it.,Subtle macadamia nut flavor,1391472000,,"{'Size:': ' 1 Pack', 'Flavor:': ' Macadamia Cookie'}",
48781,1,False,"10 3, 2009",AQ10TQINTO0JL,B000CQ01GU,Kimmie_Verde,I was excited to try organic mac & cheese but this stuff has got to go.  It honestly tastes like vomit.  The first 2 bites I put in my mouth were good but thats where it ended.  It takes really bad on either side of my tongue.. just like vomit.  I cannot stomach this stuff & will never try it again. Ew.,"Um, gross.",1254528000,,,
667540,1,False,"04 26, 2018",A229ZOUB800PLF,B00BUKL666,GKB ,"Great concept!  Way to dry, broke a tooth.?!  WHY?",One Star,1524700800,,,
477647,5,True,"06 16, 2016",A1PN15JV8K38G9,B004O8EGUO,Goldie,"I love these oats and eat them every day.  I really like that I can just boil water in the microwave and pour it over the oats - no ""cooking"" involved.  Delicious!",I love these oats and eat them every day.,1466035200,,{'Size:': ' 32 Ounce'},
1079690,5,True,"02 24, 2018",A2O5NM52SXJKZT,B006D1AQO0,D. Gilbert,Very good! Have tried several of the Ritter Sports bars and they never disappoint.,Excellent flavor and mint cream!,1519430400,,,
428529,5,True,"12 15, 2011",ATCL00P7C2KUG,B003SO9QZA,Chris Miller,"I've purchased and sampled many different brands from different locations, and this is by far the best tasting honey I've ever had.  It's a bit on the expensive side (Locally, I can get 5lb of raw, unstrained, unheated honey for the same price as this 1lb jar), but the flavor and texture is what really stands out with ""Really Raw"" honey.

Also, I love the 'cap' of pollen, honeycomb, etc.  Very tasty.",By far the best tasting honey I've ever had,1323907200,,,
1058731,5,True,"11 12, 2014",A1OP83ZZVNYQFR,B002HFXIXM,kepviolin,"Well, I purchased this because Hoda Koptb said she uses it on her fish.  It is delicious!",Great go to sauce on fish!,1415750400,,,
112203,3,True,"09 7, 2014",A2J8WQHKV75MAS,B000HDKZK0,Amazon Customer,"Their ok...definitely one of the better gluten free soft baked cookies out there..but NO WHERE Near as good as
WoW Baking Company's Soft baked cookies..Wow's are better than most gluten cookies... The only edge Enjoy life
has for me is their easy to find and get a hold of..the cookies are ok but after the all seemed to taste the same the
Chocolate chip and the snickerdoodle tasted the same in a way except for the differences in Chocolate and cinnamon...
Not bad but not great... if your not picky and need a decent gluten free cookie this is it :)",Not Bad..not great...,1410048000,7,"{'Size:': ' 6 Ounce (Pack of 6)', 'Flavor:': ' Soft Baked Variety Pack'}",
215315,1,True,"04 10, 2016",A15R7AS2ZDB0RK,B0014GNS94,Priamsdaughter,This Chunky Beef Burrito Soup is watery and tasteless. I do not know why these chunky soups differ one from the other in quality.,This Beef Burrito soup merits one star only,1460246400,,,
615472,3,True,"07 24, 2016",A1IJRMHJ7CF2PZ,B0092B56A2,Michael Calligan,If you use the 4 oz setting it is fine. If you use the 6 or 8 it is very weak,If you use the 4 oz setting it is fine. If you use the 6 or 8 it ...,1469318400,,"{'Size:': ' 72-Count', 'Flavor:': ' Milk Chocolate'}",
632414,3,True,"01 3, 2015",A2SEKP8O8TZ08V,B00A66QWAA,Amy Lea Miller,Really didn't like the flavor.,Three Stars,1420243200,,{'Size:': ' 25.4 fl. oz.'},
457156,5,True,"10 7, 2017",A2EAXJ2X5SBCIC,B004AVEW8G,Amazon Customer,"does have a powerful strong flavor, but I'm ok with that (my husband, not so much!)...has a hint of yeasty and chocolately flavors.  I love it by itself, but good added into hot drinks or spread on bread or toast...very healthful for you!",yum!,1507334400,,,
358367,5,True,"03 7, 2013",A1OMD3Y9P3WQZR,B001SAXNE6,MajorM,This is the perfect flour for all uses.  It is so hard to find good flour for those who have to be gluten free.,Esxcellant Product,1362614400,,,
911745,5,True,"02 10, 2016",A6JP9YYJCK3WO,B00U82TDT4,Sylvia Arrowood,"I am on a strict no oil / no sugar life style. I have tried making my own salad dressings/marinades without oil and have been disappointed with the results. After reading the reviews on these salad dressings, I decided to order and try them. I am pleasantly surprised by the taste of all 3 dressings and will keep ordering these dressings. Thank you to Simple Girl for making a healthy choice of dressing.",Fallen in love with these salad dressings,1455062400,5,,
973781,5,False,"09 8, 2016",AOV36HKX5STQC,B0173U19VS,Katie D,Great Flavor,Five Stars,1473292800,,"{'Size:': ' Lively Up! Espresso', 'Style:': ' Ground'}",
315848,3,True,"03 25, 2011",A3TBTAX85OYRKP,B001EPQNCO,Happy Crafter,This coffee is rated just ok for me. I was expecting a stronger taste. Normally I drink chicory mixed with my own coffee. I thought I would try this already mixed but will go back to my regular brew and buy pass this brand.,Just ok,1301011200,,,
163145,1,False,"02 8, 2016",A3SAAT25HR399O,B000SR10YA,Nagham,"It has gelatin. I threw it in the trash.
I asked a question about if the product contains animal enzymes but no one answered and the seller didn't list the ingredients.
I bought it anyway, then I found out that it contains gelatin!",It has gelatin. I threw it in the trash ...,1454889600,2,,
485991,5,True,"04 28, 2016",A3W4LKTW94X267,B004VEQUIW,Jan M.,Nice quality sea salt. I use it in a salt cellar by my stove.,Good taste,1461801600,,{'Size:': ' Course - 1 Pound'},
270197,5,False,"07 23, 2014",A1P62MHQPDB1VU,B0014UFXRK,Gypsy E&#039;lan,"High quality.  I trust the quality of NOW Foods products.  Delicious, almost no ""floaters' when soaking them.",High quality,1406073600,,,
760381,5,True,"03 19, 2018",A2ZAFIWPFIQGC4,B00FFJ2GRG,Abra,Love it,Five Stars,1521417600,,{'Size:': ' 18.25 Ounce'},
988146,5,False,"11 10, 2016",A34O3YXRLU16Y3,B01AVG4JAY,Barry S Gelfand,Fresh and good memories,Five Stars,1478736000,,{'Size:': ' 3 LB'},
626094,5,True,"10 2, 2015",A1F6IYD21REI8L,B009HHNUUE,Mamacoffee,This brand of Grits is the real deal.  The texture is wonderful after cooking and the taste is so much better than other brands I have tried.  I use both yellow and white grits and this will be my forever brand of white.  When you want the texture and taste of unprocessed grits I recommend this brand completely.,Best White Grits Ever,1443744000,,,
446810,5,True,"09 5, 2015",A40X93QOKOBWC,B00451W2ZG,Pat,Great deal...handy to keep for those times when you don't have milk or cream in the fridge.,Easy solution,1441411200,,"{'Size:': ' Pack of 180', 'Color:': ' Original'}",
570671,5,True,"01 24, 2015",A25HLC2Q9A6KU2,B006UCXOBY,APrat 1,Tasty taffy!,Five Stars,1422057600,,{'Flavor:': ' Assorted'},
159466,5,True,"04 17, 2018",A3H7GQG6ZPWHRI,B000RHY1YW,Kisten C.,Excellent!!! I am very happy with my order!!,Five Stars,1523923200,,"{'Size:': ' 5.25 oz', 'Flavor:': ' Cracked Pepper'}",
991412,4,True,"04 10, 2015",A2N5CA54O8S0YI,B01BLAW370,Martin W. Dawson,"these jalepeno pretzel pieces are very good if you like a hot kick snack.
i have to eat them with some liquid nearby but they are still good.",sniders of hanover jalepeno pretzel pieces,1428624000,,"{'Size:': ' Pack of 12', 'Flavor:': ' Jalapeno'}",
763435,5,True,"03 8, 2015",A2PTJD9CLMLOA7,B00FMTETUQ,A. MA,"Good tea, give a nice sourly tangling bitter taste, very complex and add flavor to ordinary black tea.  This should be used to mix with other blends to give another depth to the product.","Very good tea, wish it comes in loose instead of bags",1425772800,,,
949434,5,True,"01 27, 2016",A273CUO8DNK46T,B010FBXOLA,D. Tegtmeier,"Up until I ordered this product, I always used So Delicious Almond or Coconut coffee creamer but it was only available in refrigerated pints and difficult to find locally here on the south Oregon coast. I was thrilled to see this product available in shelf-stable packaging. It is delicious!! I bought a 12-pack and before it's gone I'll be ordering more!",I'll be ordering more...,1453852800,2,"{'Size:': ' 12-pack', 'Flavor:': ' Original'}",
183189,3,True,"07 29, 2014",A2P2QJXEQU5BIM,B000WR2FT0,Lynchphile,"You might wind up liking this more than I.
Not sure how ot use it.
I put it in rice and that's about it.
I'm not saying its bad, I just think it has limited uses for me.
It's fine for what it is.",Not Sure How To Use,1406592000,,,
910033,5,True,"10 13, 2016",A1O3NM7L2L1C4Z,B00U2X0Z3W,Linda,best peanut butter ever. chunky but not too chunky. Not oily like other penut butter. This is dry but not too dry. Thank goodness it has no sugar--this way I can scoop it up with organic 80% dark chocolate and have it for breakfast with my French press coffee. i love this. very natural and good. Beware of other products that claim to be natural. This is a bit pricy but worth every cent. Highly recommend.,Five Stars,1476316800,2,,
1006483,5,True,"12 25, 2016",ANYBFHUTAQJL1,B01ECY8I1W,Mary Jo Prescott,Just the right amount of salt and no funny after taste!,Yummy!,1482624000,2,,
1132493,5,True,"07 18, 2018",A1295JH0I5H4OY,B00YOQE3YK,Ashlee M,Great flavor. Perhaps a little pricey for the amount you receive.,Great flavor,1531872000,,{'Flavor:': ' Rainier Cherry'},
161381,5,True,"08 26, 2013",A67R0CD5GCQWZ,B000S83NA8,Bceline,My friends love it too!  I had enough to share with them! We all loved it.  I am glad this tea was referred to me.,Great Tea!,1377475200,,{'Size:': ' 100'},
201018,5,True,"03 30, 2015",ANOCK5SVN2KGC,B001181NBA,Lillian Rosenzweig,low car and good.,low carb,1427673600,,"{'Size:': ' 12 Count', 'Flavor:': ' Cookies & Crme'}",
963158,5,True,"11 26, 2016",A3C19KJJ01PZGH,B014AXO2RY,dorothy,They are really nice plant.,Five Stars,1480118400,,,
423189,5,True,"05 7, 2016",A3UUTETYPWLY0U,B003OGKCDC,Lisa L,I have used this almost exclusive since I discovered this oil. I like this brand.,The only Oil for Me,1462579200,,,
818096,5,False,"08 10, 2014",A347APZ0MZB3SJ,B00JD242N2,L,"I purchased this through Bj's Wholesale store, for quite a bit cheaper than this list price (perhaps like 14.99?) I sampled it in store (I normally HATE overwhelming coconut flavor as well as lemonade) but it was just a sample so I gave it a shot. I'll tell you what I'm SO glad I did. It's refreshing, not too lemony, not too coconut. It's awesome for a hot summer day, and It's also great as a slush (stick it in the freezer an hour or two). I wouldn't go as far as saying this is ""healthy"" (21 g of sugar per container) but given the alternative sports drinks and artificial crap out there I'd say it's much better. Down side is price, but I'd recommend a wholesale place, much cheaper.","So glad I tried this, I don't normally like coconut anything",1407628800,,{'Flavor:': ' Lemonade'},
