,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
1745651,2,,True,"02 8, 2018",A3A8SWRJXGJ921,B00Y617JRQ,xavie818,Product was great .... for 3 days!! And then it died !! Dog chewed it up and battery with light compartment fell right out !,Product was great..,1518048000,{'Color:': ' Disc-O W/SpotLit'},
1057239,5,,True,"01 7, 2014",A3PXXEW808GOYV,B004Q3R79E,Roxana Herbert,"my babies love it, they are great and cute, very warm they look and wash very well will be ordering in the future",fashion pet pj's,1389052800,,
184089,5,,False,"03 30, 2011",A2THQ8ZE8F0QEZ,B0002DK26C,Tracy S. Jung,"This is the best interactive dog toy I own.  It is a little more elaborate than simply a ball with a hole in it. There is a funnel to the treats, so it dispenses a little more sparingly. I have found that the less treats in the ball, the harder it is to get the treats out. A good challenge for smart dogs. I feed my dog her meal kibble am and pm takes her about 10-15 minutes to work the kibble out.  I resounding love this product and so thoroughly endorse it, I have purchased like at least 7 of them for friends and family!",TracyJ,1301443200,{'Size:': ' Large'},
249352,5,,True,"01 27, 2015",A37BPS650S8P3P,B00063446M,Bill Adams,Much improved over old design,Five Stars,1422316800,{'Style:': ' Standard'},
116035,4,,True,"10 29, 2017",A1CPWYYIHDH2JM,B0002AS6HC,J. Hickey,I had to replace my 1 year old strip light. I hope this one lasts longer than 1 year.,Four Stars,1509235200,{'Size:': ' 24-Inch x 3-Inch'},
1005951,5,,True,"12 13, 2014",A11VL9B4SZQV8B,B003ZYF1NY,NashGatorGirl,"I ordered this for my 75 pound dog, but turns out my 130 pound dog has claimed it for himself!!!  (The large is surprisingly large enough enough for him - both love the raised edge to rest their heads on.",2 paws up for this bed!,1418428800,"{'Size:': ' Large', 'Color:': ' Mocha/Tan', 'Package Type:': ' Standard Packaging'}",
505790,5,,True,"10 20, 2014",A2DGANNI171UHG,B000UWFZA8,shelley schaeffer,My chihuahuas love these bones! They are not too hard for the older dogs to chew.,My dogs love these,1413763200,"{'Size:': ' 6.34 oz. (Pack of 12)', 'Pattern:': ' Toy/Small Breeds'}",
2034533,2,,True,"12 3, 2014",A1ZNVHFXT1OEPY,B00CSUUILQ,MSBornFLRaised,"I haven't found the Veggie ones locally so I got these. My pigs found them tasty. I found them disappointing because they came so beat up, package partly ripped on one set which I chose to trash for my pigs safety and 50% of the treat on the other was no longer actually attached to the stick like it should've been. Because of this the point of being a chew stick is out the window after maybe an hour of piggy enjoyment. The actual product is great. The treatment at by the warehouse of the retailer is VERY disappointing. I may order again in hopes of receiving a product in the right condition because it made my boys happy for a short while.","Received damaged products,one with torn packaging",1417564800,,
2049538,5,,True,"07 3, 2018",A2VO1QZCN8PJMK,B00J9Q4UFM,Jewel,"Birds love this, especially the 6 pair of cardinals who visit daily....","Great food, great price!!!",1530576000,{'Style:': ' 25-Pound Bag'},
1792187,5,,True,"09 28, 2016",A16ORVYEX01L27,B013YMDY08,kleforge,This product is well made and very cute.  I haven't really noticed the Guinea Pigs in it but I only received it the other day.,Very nice,1475020800,{'Size:': ' L'},
2053268,5,,True,"03 24, 2018",A32RYFWKPQPXT,B00KLPEEN8,catherine miller,works great,Five Stars,1521849600,,
609751,5,,True,"04 16, 2018",AKF511P0SB9JY,B00176CT5U,Michael,"My German shepherd mix loves these and they hold up pretty well.  He's not a super aggressive chewer though, so be warned they could probably shred it.",... German shepherd mix loves these and they hold up pretty well. He's not a super aggressive chewer though,1523836800,{'Size:': ' Pack of 3'},
409201,5,,True,"09 23, 2014",A1KQ4XMXGUWA0M,B000I1M76Q,karenlstout,My cat loves this cage.,Five Stars,1411430400,{'Style:': ' Playpen'},
70252,5,16,False,"07 29, 2006",A1SYLII0808HD6,B000274674,M. Allen Greenbaum,"Our golden retriever, Sadie the Wonder Dog, is an absolute nut for chasing and retrieving things.  Her preference is for balls: tennis, softballs, rubber balls, hard baseballs, anything round that bounces. When a ball is not available, she'll come over to us and drop a rock at our feet. While I usually tell her ,""no, I will not throw a rock,"" Sadie's acting chops are finely tuned, and I sometimes give into them. That she finds them is a tribute to her and her breed, I suppose.

The problem with the objects mentioned above is that they're not always safe for either dog or home. Rocks and baseballs are obvious, but our vet (I mean, Sadie's vet) informed us that catching tennis balls can be rough on a dog's teeth.  Enter the squirrel, a product from ""Chuckit,"" the people who invented the Chuckit flinger--a whipping arm that enables you to toss a ball several hundred feet for a great canine work out.

THe ""Flying Squirrel"" won't go as far as a Chuckit flung ball, but it can hover a bit when thrown right, and may be desireable for somewhat older dogs, or any dog on a hot day.  Because of it's aerodynamic properties, I find it easier to throw than a frisbee, although it won't go as far. Again, this could be an advantage.  It's covered in soft material, and Sadie has yet to rip it or chew threw it, contrary to one reviewer's experience here.  I'm wondering what kind of dog that person has, the ""sporting"" dogs were bred to retrieve fowl (and tennis balls?) without injuring (well--further injuring--since the bird has already been shot!) or clamping down on the prey.

I have to admit that if a ball is around, the squirrel gets cursory attention, but it seems to have more appeal than a rock.  I think it's good for variety, or when you or --especially--your pet want a quieter, less energetic day of throwing and retrieving.  The bright colors and relatively slow flight make it easier to track and find, and it fits easily into a backpack or a backseat so you're ready when your dog lets you know it's time to run!","4 1/2 Nothing Beats a Tennis Ball, But This Works Well",1154131200,{'Size:': ' Medium (10 in x 10 in)'},
313861,4,,True,"03 20, 2016",A1QUMA3EXHN2YS,B0009YUDI6,ellen m croteau,These worked well for vacation.  But cat overeats for every day.  And he splashed water out of the bowl across the room to watch the bubbles go up... So we set it up in bathtub after that!,"Worked well, but kitty can't be trusted",1458432000,{'Style:': ' Petite Combo'},
1125258,4,,True,"07 11, 2013",A264S9LFPH30JN,B005DPWQXG,T. Dadr,"The grass is pretty cheap and flimsy where it attaches to the base, and I wound up breaking part of one and all of another trying to put together grass that came apart in shipping.  Nevertheless, the end effect, with gravel covering the base is pretty nice.  Big bang for the buck, and I would buy it again.  No problems so far with pieces coming off in the aquarium.",Look pretty nice,1373500800,{'Pattern:': ' ceramic base'},
2013610,5,,True,"04 8, 2013",A1YWSHMN97N9J8,B0061RGHXK,D Combs,"These bowls were actually better than expected.  They were much thicker than I thought they would be.  I was expecting the cheap flimsy bowls, but they were not.  The stand was sturdier and finished better than I expected.  I very pleased.

I got this for my puppy who constantly knocks over his water and drags his food across the floor.  I've been using them all day, so far I have not had this problem at all.  I am happy about that also.",Perfect,1365379200,,
1061026,4,,True,"12 22, 2014",A34XNP61FNULA7,B004SMEXPY,Ashtree,As many other reviewers have stated the ball does not leave pieces everywhere and I am loving it! When the product first arrived the cats loved it! They have since given up on it so much but they are the pickiest kitties ever and I am not holding it agaist the product.,Does Not Fall Apart,1419206400,{'Size:': ' Kiss Cat Ball'},
1643925,4,3,True,"02 2, 2017",A330QKQ8M85POA,B00PQ0FJGE,ems5277,"Great playpen for more mature dogs. My 2 month old puppy is teething so she tries to chew on just about anything no matter how many different kinds of toys she has. It wasn't long before she started chewing on the black edges/rims of the fabric that began to tear off. I'm definitely gonna have to get a cage for her because this is not working out funfortunately. It is a perfect pen for mature small dogs though, nothing wrong with it at all. I love the fact that when she makes pee accidents the fabric is literally resistant and does not absorb any of it so I can clean it in 2 seconds without having to do any deep scrubbing. A+++",Great for mature small dogs!,1485993600,"{'Color:': ' 48"" Pink'}",
1992640,5,3,True,"12 27, 2015",A1FNZES8UTSE4A,B002HH3EVG,Billie Anne Remsa,"Sydney, the Pitbull couch potato, loves this food.  Having been giving this to her for 3 years, and she has maintained her weight and has a beautiful coat.  Her Vet says she is in great health.  I wouldn't give her anything else.  Yes, this is expensive but your dog will not a health problems as a result of her diet.  Keep this food in a sealed container, it's very ""fishy"".",Best of the dog food brands,1451174400,,
1057468,5,,True,"11 1, 2016",AR7S06CCHWUVF,B004QBL9IQ,Nancy K Pichette,I have switched from frontline because it no longer works for my pets. I ordered this for the second time and so far it is working great. Very happy to finally get the fleas under control. I all so like the quick delivery and the price is all so great. Very happy with the product.,I ordered this for the second time and so far it is working great. Very happy to finally get the fleas under ...,1477958400,"{'Size:': ' 3 - 10 lb', 'Package Type:': ' Standard Packaging', 'Style:': ' 4 doses'}",
216987,3,3,True,"06 23, 2012",A33REC3J2JU2EL,B0002QWTYM,D. Figueroa,"I have used this product in combination with Frontline Plus twice now. Neither product is working for my little Boston/Rat Terrier mix. It does work as a dog shampoo, so I'm not going to throw it away.

I have been washing his bedding, and mine, since his bed is on top of my mine, in hot water quite often. I am vacuuming every day.

I bought this based on the good reviews for it.

I'm using it precisely as directed. I thorougly saturated his coat with it from muzzle to in between the toes and worked it into his coat all over quite well and even left it on the second time for more than 5 minutes. Every milimeter of him was covered. He was not a happy camper, but he stood patiently while I let it soak.

I saw some fleas come off during the rinse, but after he was rinsed well and dried, he's still scratching all over. It's been a few hours now.

The first time I bathed him with the product, I saw fleas again the same night. He's just gotten the second bath (three weeks later and two weeks after his Frontline treatment). If I didn't have a hernia that prevents me from lifting him in and out of the sink, I would try this more often.

Of course, plain water would rinse fleas off him just as effectively. He doesn't have ticks, that's a much more difficult problem, but fleas do rinse off.

I did some research and it seems that there are rumors around that fleas are developing an immunity to Frontline, but I seriously doubt they've developed an immunity to this product, so I guess it just doesn't work.

Update 7/24/12:

I tried this shampoo again twice after the previous update. It is completely ineffective. I might as well have been using water alone. I was watching fleas walking around his body while the shampoo was still on him. A couple of live fleas went down the drain and that was it.

Immediately after drying Pepper, I saw live fleas on him.

Four days ago, I finally received a dose of Comfortis that I ordered here on Amazon and that did work immediately. The fleas began to die within 30 minutes and although they do still bite, they die immediately; since they don't have a chance to lay eggs, the infestation is dying off.

Vacuuming and washing of bedding is essential until they're all gone, but he is so much better now, he's no longer scratching and biting himself raw.

The online vet recommended using only an hypoallergenic shampoo, so this one will be donated to a local shelter. He told me he couldn't recommend ANY flea shampoos at all, none were effective. I guess I wasted my money on this one.",Doesn't Kill Fleas on My Dog.,1340409600,{'Size:': ' 16.9oz'},
